mean_test_score,mean_fit_time,std_test_score,clf,clf__C,clf__gamma,clf__kernel,clf__criterion,clf__max_depth,clf__min_samples_leaf
0.47800000000000004,0.032419872283935544,0.054092513345194104,DecisionTree,,,,gini,9.0,5.0
0.47700000000000004,0.03420166969299317,0.053535035257296706,DecisionTree,,,,gini,10.0,4.0
0.4760000000000001,0.03144030570983887,0.061106464469808774,DecisionTree,,,,gini,9.0,8.0
0.47400000000000003,0.03180994987487793,0.06829348431585548,DecisionTree,,,,gini,13.0,8.0
0.4720000000000001,0.03190755844116211,0.06569627082262738,DecisionTree,,,,gini,11.0,8.0
0.472,0.03639669418334961,0.03893584466786358,DecisionTree,,,,gini,11.0,5.0
0.472,0.03365931510925293,0.05045790324617148,DecisionTree,,,,gini,13.0,5.0
0.46099999999999997,0.05581278800964355,0.060778285596090956,SVC,10.0,0.0001,rbf,,,
0.45899999999999996,0.0605217456817627,0.060033324079214516,SVC,1.0,0.001,rbf,,,
0.454,0.03168907165527344,0.04673328578219169,DecisionTree,,,,gini,7.0,4.0
0.44400000000000006,0.0296018123626709,0.06011655346075656,DecisionTree,,,,gini,7.0,8.0
0.44000000000000006,0.030182600021362305,0.043931765272977596,DecisionTree,,,,gini,7.0,6.0
0.437,0.03279862403869629,0.04178516483155236,DecisionTree,,,,gini,7.0,5.0
0.43499999999999994,0.030202865600585938,0.044384682042344296,DecisionTree,,,,gini,7.0,7.0
0.40499999999999997,0.2302614688873291,0.04254409477236529,RandomForest,,,,gini,2.0,10.0
0.397,0.23099336624145508,0.05163332257370234,RandomForest,,,,gini,2.0,5.0
0.37,0.4276172637939453,0.023452078799117152,RandomForest,,,,entropy,2.0,10.0
0.36599999999999994,0.43666586875915525,0.022226110770892867,RandomForest,,,,entropy,2.0,5.0
0.36100000000000004,0.07839789390563964,0.06938299503480662,SVC,1.0,0.0001,rbf,,,
