mean_test_score,mean_fit_time,std_test_score,clf,clf__C,clf__gamma,clf__kernel,clf__criterion,clf__max_depth,clf__min_samples_leaf
0.6625,0.2636368751525879,0.04293891009329417,RandomForest,,,,gini,20.0,5.0
0.66125,0.51552414894104,0.04683748498798799,RandomForest,,,,entropy,10.0,5.0
0.66,0.5256701946258545,0.04062019202317978,RandomForest,,,,entropy,20.0,5.0
0.6587500000000001,0.5117716789245605,0.03678484742390539,RandomForest,,,,entropy,30.0,5.0
0.6475,0.26259450912475585,0.028939592256975562,RandomForest,,,,gini,30.0,5.0
0.6475,0.2791933059692383,0.043409388385463356,RandomForest,,,,gini,10.0,5.0
0.6450000000000001,0.025214719772338866,0.03609882269548411,SVC,10.0,0.01,poly,,,
0.64375,0.04938473701477051,0.016770509831248448,SVC,1.0,0.1,rbf,,,
0.64375,0.024608278274536134,0.02651650429449555,SVC,10.0,0.001,sigmoid,,,
0.64,0.2414313316345215,0.029999999999999978,RandomForest,,,,gini,10.0,10.0
0.6300000000000001,0.49662151336669924,0.03840572873934305,RandomForest,,,,entropy,5.0,1.0
0.62875,0.4743951797485352,0.028939592256975538,RandomForest,,,,entropy,5.0,5.0
0.6275000000000001,0.45041284561157224,0.03000000000000002,RandomForest,,,,entropy,30.0,10.0
0.625,0.44606614112854004,0.025310570914145746,RandomForest,,,,entropy,20.0,10.0
0.625,0.23879337310791016,0.027099354235848482,RandomForest,,,,gini,30.0,10.0
0.62125,0.45842480659484863,0.032258719751409856,RandomForest,,,,entropy,10.0,10.0
0.6199999999999999,0.43186488151550295,0.03566335654421774,RandomForest,,,,entropy,5.0,10.0
0.6175,0.23159213066101075,0.04096492402043482,RandomForest,,,,gini,5.0,1.0
0.615,0.2379917621612549,0.021505813167606573,RandomForest,,,,gini,20.0,10.0
0.6075000000000002,0.02180924415588379,0.021433035249352816,SVC,10.0,0.01,sigmoid,,,
0.60625,0.22278304100036622,0.03186887195995488,RandomForest,,,,gini,5.0,5.0
0.6,0.02440028190612793,0.024366985862022402,SVC,1.0,0.01,sigmoid,,,
0.59375,0.41025876998901367,0.02091650066335188,RandomForest,,,,entropy,5.0,20.0
0.5875,0.21122417449951172,0.02904737509655561,RandomForest,,,,gini,20.0,20.0
0.5862499999999999,0.2154083728790283,0.030973779233409666,RandomForest,,,,gini,5.0,10.0
0.5774999999999999,0.3802596092224121,0.03984344362627307,RandomForest,,,,entropy,20.0,20.0
0.57375,0.2168149471282959,0.04461642074393686,RandomForest,,,,gini,10.0,20.0
0.57125,0.3802022933959961,0.026692695630078273,RandomForest,,,,entropy,30.0,20.0
0.56875,0.02340664863586426,0.014790199457749054,SVC,100.0,0.01,sigmoid,,,
0.56875,0.39200544357299805,0.025920551691659636,RandomForest,,,,entropy,10.0,20.0
0.55875,0.2178030014038086,0.026983791431153637,RandomForest,,,,gini,30.0,20.0
0.55375,0.21360135078430176,0.02893959225697557,RandomForest,,,,gini,5.0,20.0
0.55,0.3352532863616943,0.04366062299143247,RandomForest,,,,entropy,20.0,30.0
0.54875,0.20641579627990722,0.03316624790355401,RandomForest,,,,gini,30.0,30.0
0.5425000000000001,0.1934060573577881,0.03269174207655504,RandomForest,,,,gini,5.0,30.0
0.54,0.20222945213317872,0.04042740407199058,RandomForest,,,,gini,10.0,30.0
0.5337500000000001,0.19564342498779297,0.03127499000799202,RandomForest,,,,gini,20.0,30.0
0.53,0.33220529556274414,0.023518609652783486,RandomForest,,,,entropy,30.0,30.0
0.53,0.3354797840118408,0.016955824957813174,RandomForest,,,,entropy,5.0,30.0
0.52875,0.3409257411956787,0.028939592256975556,RandomForest,,,,entropy,10.0,30.0
0.52625,0.032799720764160156,0.035222507009013415,SVC,1.0,0.001,rbf,,,
0.51125,0.06498517990112304,0.01741048534648013,DecisionTree,,,,entropy,10.0,1.0
0.505,0.06039218902587891,0.021065374432940893,DecisionTree,,,,entropy,10.0,5.0
0.5025,0.055015182495117186,0.05626388717463452,DecisionTree,,,,entropy,10.0,10.0
0.5025,0.0551908016204834,0.05626388717463452,DecisionTree,,,,entropy,,10.0
0.5,0.06479039192199706,0.024044230077089196,DecisionTree,,,,entropy,,5.0
0.49124999999999996,0.07000689506530762,0.018371173070873843,DecisionTree,,,,entropy,,1.0
0.48875,0.027598047256469728,0.02663409469082815,DecisionTree,,,,gini,,1.0
0.47625,0.026799821853637697,0.028885550020728373,DecisionTree,,,,gini,10.0,1.0
0.47250000000000003,0.051369428634643555,0.03720719016534306,DecisionTree,,,,entropy,5.0,10.0
0.46749999999999997,0.05559849739074707,0.024811791551599,DecisionTree,,,,entropy,5.0,1.0
0.465,0.043193721771240236,0.02811805469800497,SVC,0.1,0.01,rbf,,,
0.4625,0.037990760803222653,0.0298433409657833,SVC,1.0,0.001,sigmoid,,,
0.46125,0.05119004249572754,0.020310096011589902,DecisionTree,,,,entropy,5.0,5.0
0.45999999999999996,0.021999263763427736,0.022569337606584736,DecisionTree,,,,gini,10.0,10.0
0.45874999999999994,0.023007678985595702,0.022912878474779203,DecisionTree,,,,gini,,10.0
0.45500000000000007,0.03819952011108398,0.02069118169655857,SVC,0.1,0.01,sigmoid,,,
0.45499999999999996,0.02478761672973633,0.034999999999999996,DecisionTree,,,,gini,,5.0
0.4525,0.025207328796386718,0.04534589286804266,DecisionTree,,,,gini,10.0,5.0
0.44625000000000004,0.04179205894470215,0.04081206929328627,DecisionTree,,,,entropy,,30.0
0.44625000000000004,0.039982843399047854,0.04081206929328627,DecisionTree,,,,entropy,10.0,30.0
0.445,0.04441423416137695,0.014469796128487785,DecisionTree,,,,entropy,5.0,20.0
0.44375,0.04600634574890137,0.014790199457749044,DecisionTree,,,,entropy,10.0,20.0
0.44375,0.04678792953491211,0.014790199457749044,DecisionTree,,,,entropy,,20.0
0.4425,0.04139828681945801,0.03820176697484031,DecisionTree,,,,entropy,5.0,30.0
0.425,0.017986392974853514,0.043660622991432446,DecisionTree,,,,gini,,30.0
0.425,0.0173980712890625,0.043660622991432446,DecisionTree,,,,gini,10.0,30.0
0.42374999999999996,0.01918139457702637,0.01741048534648014,DecisionTree,,,,gini,,20.0
0.42374999999999996,0.018592214584350585,0.03940970692608611,DecisionTree,,,,gini,5.0,5.0
0.42374999999999996,0.019600391387939453,0.04134458852135306,DecisionTree,,,,gini,5.0,1.0
0.42374999999999996,0.01899113655090332,0.01741048534648014,DecisionTree,,,,gini,10.0,20.0
0.4175,0.017789506912231447,0.034095454242464636,DecisionTree,,,,gini,5.0,10.0
0.4050000000000001,0.016397809982299803,0.04019483797703382,DecisionTree,,,,gini,5.0,30.0
0.40374999999999994,0.01718149185180664,0.0325,DecisionTree,,,,gini,5.0,20.0
0.39625000000000005,0.036798286437988284,0.03177066256784709,DecisionTree,,,,entropy,3.0,5.0
0.39625000000000005,0.03812952041625976,0.03177066256784709,DecisionTree,,,,entropy,3.0,1.0
0.39625000000000005,0.03819947242736817,0.03177066256784709,DecisionTree,,,,entropy,3.0,10.0
0.38999999999999996,0.1398080348968506,0.024238399287081647,RandomForest,,,,gini,1.0,10.0
0.3875,0.13762965202331542,0.03535533905932739,RandomForest,,,,gini,1.0,20.0
0.3862500000000001,0.03379817008972168,0.03363406011768427,DecisionTree,,,,entropy,3.0,30.0
0.38625,0.035797929763793944,0.028339460121886588,DecisionTree,,,,entropy,3.0,20.0
0.3825,0.028402137756347656,0.04616546328154848,SVC,1.0,0.01,poly,,,
0.38125,0.13819985389709472,0.023048861143232225,RandomForest,,,,gini,1.0,1.0
0.3775,0.14038381576538086,0.024558603380485634,RandomForest,,,,gini,1.0,5.0
0.36875,0.13804588317871094,0.030362394503727807,RandomForest,,,,gini,1.0,30.0
0.35750000000000004,0.20480818748474122,0.016955824957813163,RandomForest,,,,entropy,1.0,20.0
0.355,0.21701879501342775,0.033865542960360165,RandomForest,,,,entropy,1.0,5.0
0.35,0.2155982494354248,0.031124748994971835,RandomForest,,,,entropy,1.0,1.0
0.34625,0.0374051570892334,0.020386883037875114,SVC,0.1,0.1,sigmoid,,,
0.34374999999999994,0.20399951934814453,0.016298006013006627,RandomForest,,,,entropy,1.0,10.0
0.34,0.013996219635009766,0.043767853500028986,DecisionTree,,,,gini,3.0,1.0
0.34,0.013170480728149414,0.04412340648680698,DecisionTree,,,,gini,3.0,5.0
0.34,0.012605667114257812,0.049780769379349686,DecisionTree,,,,gini,3.0,30.0
0.3375,0.012989091873168945,0.04238956239453292,DecisionTree,,,,gini,3.0,10.0
0.3375,0.013394832611083984,0.03972562145517677,DecisionTree,,,,gini,3.0,20.0
0.3325,0.20302906036376953,0.009185586535436928,RandomForest,,,,entropy,1.0,30.0
0.30250000000000005,0.024954605102539062,0.015103807466993203,DecisionTree,,,,entropy,2.0,30.0
0.30250000000000005,0.02779841423034668,0.015103807466993203,DecisionTree,,,,entropy,2.0,1.0
0.30250000000000005,0.02719845771789551,0.015103807466993203,DecisionTree,,,,entropy,2.0,5.0
0.30250000000000005,0.025543880462646485,0.015103807466993203,DecisionTree,,,,entropy,2.0,20.0
0.30250000000000005,0.026660680770874023,0.015103807466993203,DecisionTree,,,,entropy,2.0,10.0
0.26625,0.02419881820678711,0.04304793839430641,SVC,10.0,0.1,sigmoid,,,
0.26375000000000004,0.01098332405090332,0.030720514318611263,DecisionTree,,,,gini,2.0,5.0
0.26375000000000004,0.011599445343017578,0.030720514318611263,DecisionTree,,,,gini,2.0,1.0
0.2625,0.010999107360839843,0.031374750995027824,DecisionTree,,,,gini,2.0,10.0
0.26,0.011394739151000977,0.03297726489568229,DecisionTree,,,,gini,2.0,20.0
0.26,0.009970331192016601,0.03297726489568229,DecisionTree,,,,gini,2.0,30.0
0.25125,0.03799901008605957,0.018708286933869712,SVC,0.1,1.0,sigmoid,,,
0.24,0.0278073787689209,0.039250796170268956,SVC,1.0,0.1,sigmoid,,,
0.23500000000000001,0.023599815368652344,0.026398390102428608,SVC,100.0,0.1,sigmoid,,,
0.20249999999999999,0.02679915428161621,0.026983791431153627,SVC,10.0,1.0,sigmoid,,,
0.20125,0.02660088539123535,0.029154759474226508,SVC,1.0,1.0,sigmoid,,,
0.19749999999999998,0.026615381240844727,0.01960548392669765,SVC,100.0,1.0,sigmoid,,,
0.15625,0.05140843391418457,0.015811388300841892,SVC,100.0,1.0,rbf,,,
0.15625,0.051801300048828124,0.015811388300841892,SVC,10.0,1.0,rbf,,,
0.15125,0.048008060455322264,0.014469796128487781,SVC,1.0,1.0,rbf,,,
0.14375,0.03319220542907715,0.011180339887498947,SVC,100.0,0.001,poly,,,
0.14375,0.033798599243164064,0.011180339887498947,SVC,0.1,0.01,poly,,,
0.10999999999999999,0.044182538986206055,0.006373774391990978,SVC,0.1,0.001,rbf,,,
0.10625,0.03439121246337891,0.003952847075210473,SVC,10.0,0.001,poly,,,
0.10500000000000001,0.03500862121582031,0.0024999999999999966,SVC,1.0,0.001,poly,,,
0.10500000000000001,0.046593427658081055,0.0024999999999999966,SVC,0.1,0.1,rbf,,,
0.10500000000000001,0.048000240325927736,0.0024999999999999966,SVC,0.1,1.0,rbf,,,
0.10500000000000001,0.03378582000732422,0.0024999999999999966,SVC,0.1,0.001,poly,,,
0.10500000000000001,0.044199657440185544,0.0024999999999999966,SVC,0.1,0.001,sigmoid,,,
